brand,model,car_name,car_category,  price  ,trim,  kilometers  ,year, vehicle_age_years ,regional_specs,doors,body_type,fuel_type,seating_capacity,transmission_type,engine_capacity_cc,horsepower,no_of_cylinders,exterior_color,interior_color,warranty,address,country,city,area_name,location_name,seller_type,lat,long
Nissan,Sentra,Nissan Sentra,Compact_car,"36,000",SV,"11,036",2020,4,American Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,White,Beige,No,"Dubai, UAE",UAE,Dubai,,,Owner,25.3112167,55.6411756
Volkswagen,GTI,Volkswagen Gti,Performance_compact,"36,000",GTi,"156,000",2014,10,GCC Specs,5,Hatchback,Petrol,,Automatic Transmission,,300 - 399,4,Grey,Black,Does not apply,"Mirdif 44 Villas, Uptown Mirdif, Mirdif, Dubai, UAE",UAE,Dubai,Mirdif,Uptown Mirdif,Owner,24.5459724,54.443688
Audi,Q3,Audi Q3,Subcompact_SUV,"36,000",Standard,"157,000",2014,10,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,Blue,Black,No,"JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE",UAE,Dubai,Jumeirah Village Circle (JVC),JVC District 10,Owner,25.1939625,55.3392449
Nissan,Pathfinder,Nissan Pathfinder,Full_sized_SUV,"36,000",Platinum,"118,250",2013,11,GCC Specs,4,SUV,Petrol,7,Automatic Transmission,2500 - 2999,200 - 299,6,Black,Beige,No,"Muhaisnah 4, Muhaisnah, Dubai, UAE",UAE,Dubai,Muhaisnah,Muhaisnah 4,Owner,25.177447,55.5695341
BMW,3-Series,Bmw 3-Series,Premium_compact,"36,000",330i,"156,000",2009,15,GCC Specs,2,Hard Top Convertible,Petrol,4,Automatic Transmission,,300 - 399,6,Grey,Brown,No,"Downtown Dubai, Dubai, UAE",UAE,Dubai,Downtown Dubai,,Owner,25.096326,55.1984022
Nissan,Pathfinder,Nissan Pathfinder,Full_sized_SUV,"36,000",Platinum,"118,250",2013,11,GCC Specs,4,SUV,Petrol,7,Automatic Transmission,2500 - 2999,200 - 299,6,Black,Beige,No,"Muhaisnah 4, Muhaisnah, Dubai, UAE",UAE,Dubai,Muhaisnah,Muhaisnah 4,Owner,25.177447,55.5695341
Mitsubishi,Van,Mitsubishi Van,Compact_pick_up,"36,000",Other,"196,000",2016,8,GCC Specs,5,Van,Petrol,,Manual Transmission,,100 - 199,4,White,Black,No,"Dubai, UAE",UAE,Dubai,,,Owner,25.0742824,55.1885387
Lexus,RX-Series,Lexus Rx-Series,Compact_Midsize_SUV,"170,000",450 h,"55,000",2020,4,GCC Specs,4,SUV,Hybrid,,Automatic Transmission,,300 - 399,6,Black,Tan,Does not apply,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.217623,55.2782831
BMW,X3,Bmw X3,Compact_Midsize_SUV,"169,999",X3M,"57,000",2020,4,Korean Specs,5,SUV,Petrol,,Automatic Transmission,,400 - 499,6,Silver,Unknown,Does not apply,"Dubai, UAE",UAE,Dubai,,,Owner,25.217623,55.2782831
BMW,2-Series,Bmw 2-Series,Premium_subcompact,"36,000",218i,"178,964",2015,9,GCC Specs,5,Hatchback,Petrol,5,Automatic Transmission,,,3,Gold,Black,No,"Dubailand, Dubai, UAE",UAE,Dubai,Dubailand,,Dealer,24.983077,55.153063
Hyundai,Veloster,Hyundai Veloster,Sports_car,"36,000",GLS,"105,000",2015,9,GCC Specs,3,Hatchback,Petrol,4,Automatic Transmission,,100 - 199,4,Yellow,Black,No,"Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,Dealer,25.0627549,55.2392983
Jeep,Wrangler,Jeep Wrangler,Compact_Midsize_SUV,"169,990",Sport S,300,2023,1,GCC Specs,3,SUV,Petrol,5,Automatic Transmission,3500 - 3999,200 - 299,6,Grey,Black,Yes,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Dealer,25.1790137,55.379422
Honda,Accord,Honda Accord,Mid_sized_car,"36,000",LX,"113,773",2015,9,GCC Specs,4,Sedan,Petrol,4,Automatic Transmission,2000 - 2499,100 - 199,4,White,Beige,No,"DIFC, Dubai, UAE",UAE,Dubai,DIFC,,Dealer,25.1790137,55.379422
Nissan,Sunny,Nissan Sunny,Sub_compact,"36,000",SV,"59,000",2022,2,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1000 - 1499,100 - 199,4,White,Beige,Does not apply,"Al Shahba, Sharjah, UAE",UAE,Sharjah,Al Shahba,,Owner,25.2675454,55.3214834
Nissan,Sunny,Nissan Sunny,Sub_compact,"36,000",SV,"59,000",2022,2,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1000 - 1499,100 - 199,4,White,Beige,Does not apply,"Al Shahba, Sharjah, UAE",UAE,Sharjah,Al Shahba,,Owner,25.2675454,55.3214834
Lincoln,MKX,Lincoln Mkx,Full_sized_SUV,"36,000",Other,"100,369",2015,9,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3500 - 3999,300 - 399,6,Grey,Black,Does not apply,"Jumeirah 3, Jumeirah, Dubai, UAE",UAE,Dubai,Jumeirah,Jumeirah 3,Owner,25.2120069,55.4167166
Audi,Q5,Audi Q5,Compact_Midsize_SUV,"169,990",S-line,"57,000",2020,4,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,Silver,Black,Yes,"Dubai Investment Park (DIP), Dubai, UAE",UAE,Dubai,Dubai Investment Park (DIP),,Dealer,25.266173,55.3377718
Mercedes-Benz,C-Class Coupe,Mercedes-Benz C-Class Coupe,Premium_compact,"36,000",Other,"165,000",2013,11,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,2000 - 2499,200 - 299,4,Black,Black,No,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Owner,25.1790137,55.379422
Mercedes-Benz,S-Class,Mercedes-Benz S-Class,Premium_fullsized_car,"660,000",S 500,  -    ,2024, -   ,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,6,Black,Unknown,Yes,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Dealer,25.3061521,55.3441577
Bentley,Continental GT,Bentley Continental Gt,Premium_fullsized_car,"660,000",Other,"37,141",2019,5,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,Unknown,600 - 699,12,Blue,Beige,No,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.1524105,55.2340999
Audi,A6,Audi A6,Premium_midsized_car,"36,500",S-line,"120,000",2015,9,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2500 - 2999,200 - 299,4,Silver,Brown,No,"Business Bay, Dubai, UAE",UAE,Dubai,Business Bay,,Owner,25.1894266,55.264819
Audi,A6,Audi A6,Premium_midsized_car,"36,500",S-line,"120,000",2015,9,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2500 - 2999,200 - 299,4,Silver,Brown,No,"Business Bay, Dubai, UAE",UAE,Dubai,Business Bay,,Owner,25.1894266,55.264819
Land Rover,Range Rover Evoque,Land Rover Range Rover Evoque,Compact_Midsize_SUV,"169,000",Other,"4,000",2023,1,Other,4,SUV,Petrol,5,Automatic Transmission,,200 - 299,4,Grey,Unknown,Does not apply,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,Dealer,25.343567,55.473511
Chevrolet,Camaro,Chevrolet Camaro,Performance_compact,"36,500",LS,"120,000",2014,10,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,3000 - 3499,200 - 299,6,Yellow,Black,No,"Business Bay, Dubai, UAE",UAE,Dubai,Business Bay,,Owner,25.1180879,55.1342009
BMW,7-Series,Bmw 7-Series,Premium_fullsized_car,"660,000",760Li xDrive,500,2024, -   ,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,4000+,500 - 599,8,Grey,Brown,Yes,"Al Bateen, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Bateen,,Owner,25.0786415,55.1352524
Bentley,Continental GT,Bentley Continental Gt,Premium_fullsized_car,"659,000",Other,"18,320",2019,5,GCC Specs,2,Coupe,Petrol,,Automatic Transmission,,600 - 699,12,Gold,White,No,"Al Safa 1, Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,Al Safa 1,Dealer,25.1524105,55.2340999
Rolls-Royce,Wraith,Rolls-Royce Wraith,Premium_fullsized_car,"650,000",Standard,"40,456",2016,8,GCC Specs,2,Coupe,Petrol,,Automatic Transmission,,600 - 699,12,Burgundy,Other Color,No,"Al Safa 1, Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,Al Safa 1,Dealer,25.1524105,55.2340999
MINI,Cooper,Mini Cooper,Mini_compact,"36,500",Cooper S,"117,500",2013,11,GCC Specs,3,Hatchback,Petrol,4,Automatic Transmission,1500 - 1999,100 - 199,4,Black,Black,No,"Sheikh Zayed Road, Dubai, UAE",UAE,Dubai,Sheikh Zayed Road,,Owner,25.2692794,55.3870978
Rolls-Royce,Wraith,Rolls-Royce Wraith,Premium_fullsized_car,"650,000",Standard,"6,500",2015,9,European Specs,2,Coupe,Petrol,4,Automatic Transmission,,400 - 499,12,White,Unknown,Does not apply,"Dubai, UAE",UAE,Dubai,,,Owner,25.1524105,55.2340999
Bentley,Continental,Bentley Continental,Premium_fullsized_car,"650,000",GT,"28,000",2019,5,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,4000+,500 - 599,12,Grey,Beige,Yes,"Sheikh Zayed Road, Dubai, UAE",UAE,Dubai,Sheikh Zayed Road,,Dealer,25.1524105,55.2340999
Infiniti,QX55,Infiniti Qx55,Compact_Midsize_SUV,"169,000",Other,"15,173",2022,2,GCC Specs,5,SUV,Petrol,,Automatic Transmission,,200 - 299,4,Grey,Unknown,Yes,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Certified Pre-Owned,25.266173,55.3377718
Rolls-Royce,Wraith,Rolls-Royce Wraith,Premium_fullsized_car,"650,000",Standard,"44,865",2016,8,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,4000+,600 - 699,12,Blue,White,No,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.1524105,55.2340999
Ford,Focus,Ford Focus,Compact_car,"36,500",ST,"109,000",2014,10,GCC Specs,4,Hatchback,Petrol,5,Manual Transmission,,300 - 399,4,Red,Black,No,"Dubai, UAE",UAE,Dubai,,,Owner,25.1790137,55.379422
Rolls-Royce,Wraith,Rolls-Royce Wraith,Premium_fullsized_car,"650,000",Standard,"44,865",2016,8,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,4000+,600 - 699,12,Blue,White,No,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.1524105,55.2340999
Ford,Focus,Ford Focus,Compact_car,"36,500",ST,"109,000",2014,10,GCC Specs,4,Hatchback,Petrol,5,Manual Transmission,,300 - 399,4,Red,Black,No,"Dubai, UAE",UAE,Dubai,,,Owner,25.1790137,55.379422
Mazda,3,Mazda 3,Compact_car,"36,500",S,"82,000",2018,6,GCC Specs,4,Sedan,Petrol,7,Automatic Transmission,1500 - 1999,200 - 299,4,Brown,Beige,Yes,"International City, Dubai, UAE",UAE,Dubai,International City,,Dealer,25.1524105,55.2340999
Audi,A4,Audi A4,Premium_compact,"36,500",S-line,"149,800",2014,10,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2500 - 2999,200 - 299,6,White,Brown,Does not apply,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.3140619,55.6409292
Mitsubishi,Pajero,Mitsubishi Pajero,Full_sized_SUV,"36,500",GLS,"93,150",2014,10,GCC Specs,4,SUV,Petrol,7,Automatic Transmission,3500 - 3999,200 - 299,6,White,Beige,No,"Arjan, Dubai, UAE",UAE,Dubai,Arjan,,Owner,24.985235,55.048181
Hyundai,Veloster,Hyundai Veloster,Sports_car,"36,500",GLS,"121,887",2017,7,GCC Specs,3,Coupe,Petrol,5,Automatic Transmission,1500 - 1999,200 - 299,4,Grey,Black,No,"Dubai Design District, Dubai, UAE",UAE,Dubai,Dubai Design District,,Owner,25.0627549,55.2392983
Bentley,Continental GT,Bentley Continental Gt,Premium_fullsized_car,"649,000",Other,"33,000",2019,5,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,Unknown,600 - 699,12,Black,Unknown,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.1524105,55.2340999
Jeep,Wrangler Unlimited,Jeep Wrangler Unlimited,Compact_Midsize_SUV,"169,000",Sahara,"54,042",2021,3,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3500 - 3999,200 - 299,6,Green,Black,No,"Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,,Dealer,25.1524105,55.2340999
Lamborghini,Urus,Lamborghini Urus,Premium_fullsize_SUV,"877,000",Standard,"65,000",2021,3,European Specs,5,SUV,Petrol,5,Automatic Transmission,4000+,600 - 699,8,White,Unknown,Yes,"Al Quoz 2, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 2,Dealer,25.167737,55.231018
Dodge,Durango,Dodge Durango,Full_sized_SUV,"36,900",Crew Plus,"182,104",2013,11,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,3500 - 3999,200 - 299,6,Blue,Black,No,"Al Quoz 3, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 3,Dealer,25.1524105,55.2340999
Mercedes-Benz,GLS-Class,Mercedes-Benz Gls-Class,Premium_fullsize_SUV,"870,000",Other,  -    ,2023,1,European Specs,4,SUV,Petrol,4,Automatic Transmission,Unknown,Unknown,8,Black,White,Does not apply,"Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,,Dealer,25.1524105,55.2340999
Ford,Expedition,Ford Expedition,Full_sized_SUV,"37,000",XL,"239,000",2014,10,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,4000+,400 - 499,8,Grey,Beige,No,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.1790137,55.379422
Hyundai,Sonata,Hyundai Sonata,Mid_sized_car,"37,000",Sport,"102,000",2019,5,American Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,Black,Black,Yes,"Al Nahda 2, Al Nahda (Dubai), Dubai, UAE",UAE,Dubai,Al Nahda (Dubai),Al Nahda 2,Owner,25.2806161,55.3872945
Hyundai,Sonata,Hyundai Sonata,Mid_sized_car,"37,000",Sport,"35,000",2018,6,American Specs,4,Sedan,Petrol,,Automatic Transmission,2000 - 2499,Unknown,4,Red,Unknown,No,"Hamdan Street, Abu Dhabi, UAE",UAE,Abu Dhabi,Hamdan Street,,Owner,25.2806161,55.3872945
Lincoln,MKX,Lincoln Mkx,Full_sized_SUV,"37,000",Luxury,"150,000",2015,9,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499,200 - 299,6,Beige,Beige,No,"Ghoroob Mirdif, Mirdif, Dubai, UAE",UAE,Dubai,Mirdif,Ghoroob Mirdif,Owner,25.2120069,55.4167166
Honda,Accord,Honda Accord,Mid_sized_car,"37,000",EX,"155,000",2015,9,GCC Specs,2,Coupe,Petrol,,Automatic Transmission,,100 - 199,4,White,Beige,No,"Al Furjan Villas, Al Furjan, Dubai, UAE",UAE,Dubai,Al Furjan,Al Furjan Villas,Owner,25.1790137,55.379422
Lexus,CT-Series,Lexus Ct-Series,Premium_compact,"37,000",Premier,"128,000",2012,12,GCC Specs,4,Hatchback,Hybrid,5,Automatic Transmission,,100 - 199,4,White,Beige,No,"Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,Dealer,25.2692794,55.3870978
Mercedes-Benz,GLS-Class,Mercedes-Benz Gls-Class,Premium_fullsize_SUV,"870,000",Other,  -    ,2023,1,European Specs,4,SUV,Petrol,4,Automatic Transmission,Unknown,Unknown,8,Black,White,Does not apply,"Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,,Dealer,25.1524105,55.2340999
Honda,Civic,Honda Civic,Compact_car,"37,000",EXi,"59,020",2020,4,American Specs,4,Sedan,Petrol,5,Automatic Transmission,1000 - 1499,100 - 199,4,Grey,Black,No,"Industrial Area 6, Industrial Area, Sharjah, UAE",UAE,Sharjah,Industrial Area,Industrial Area 6,Dealer,25.1524105,55.2340999
Honda,Civic,Honda Civic,Compact_car,"37,000",EXi,"59,020",2020,4,American Specs,4,Sedan,Petrol,5,Automatic Transmission,1000 - 1499,100 - 199,4,Grey,Black,No,"Industrial Area 6, Industrial Area, Sharjah, UAE",UAE,Sharjah,Industrial Area,Industrial Area 6,Dealer,25.1524105,55.2340999
Ford,Mustang,Ford Mustang,Sports_car,"37,000",GT Premium Panoramic Roof,"193,000",2012,12,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,4000+,400 - 499,8,Blue,Unknown,No,"Park Greens, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE",UAE,Dubai,DAMAC Hills 2 (Akoya by DAMAC),Park Greens,Owner,25.217623,55.2782831
Infiniti,QX55,Infiniti Qx55,Compact_Midsize_SUV,"169,000",Other,"32,467",2022,2,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,,,4,Grey,Black,No,"Jumeirah Village Circle (JVC), Dubai, UAE",UAE,Dubai,Jumeirah Village Circle (JVC),,Dealer,25.266173,55.3377718
MG,MG5,Mg Mg5,Compact_car,"37,000",Standard,"74,458",2021,3,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999,100 - 199,4,Silver,Beige,No,"Business Bay, Dubai, UAE",UAE,Dubai,Business Bay,,Dealer,25.1894266,55.264819
Mercedes-Benz,S-Class,Mercedes-Benz S-Class,Premium_fullsized_car,"649,000",S 63 AMG,"25,000",2018,6,Other,2,Sedan,Petrol,4,Automatic Transmission,,800 - 899,8,Black,Black,No,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.3061521,55.3441577
Bentley,Continental GT,Bentley Continental Gt,Premium_fullsized_car,"639,000",Other,"37,000",2020,4,GCC Specs,2,Coupe,Petrol,,Automatic Transmission,4000+,600 - 699,12,Grey,Other Color,Yes,"Palm Jumeirah, Dubai, UAE",UAE,Dubai,Palm Jumeirah,,Owner,25.1524105,55.2340999
Mercedes-Benz,A-Class,Mercedes-Benz A-Class,Premium_subcompact,"37,000",A 250,"145,000",2014,10,GCC Specs,5,Hatchback,Petrol,5,Automatic Transmission,1500 - 1999,300 - 399,4,Brown,Black,No,"DAMAC Hills, Dubai, UAE",UAE,Dubai,DAMAC Hills,,Owner,25.189933,55.3020173
Mercedes-Benz,A-Class,Mercedes-Benz A-Class,Premium_subcompact,"37,000",A 250,"145,000",2014,10,GCC Specs,5,Hatchback,Petrol,5,Automatic Transmission,1500 - 1999,300 - 399,4,Brown,Black,No,"DAMAC Hills, Dubai, UAE",UAE,Dubai,DAMAC Hills,,Owner,25.189933,55.3020173
MG,MG5,Mg Mg5,Compact_car,"37,000",Standard,"84,842",2022,2,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999,100 - 199,4,White,Black,No,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,Dealer,25.1894266,55.264819
Hyundai,H1,Hyundai H1,Compact_pick_up,"37,000",GL,"175,000",2016,8,GCC Specs,5,Van,Petrol,8,Automatic Transmission,2000 - 2499,200 - 299,4,White,Beige,No,"Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,,Owner,25.2692794,55.3870978
Infiniti,QX55,Infiniti Qx55,Compact_Midsize_SUV,"169,000",Other,"32,467",2022,2,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,,,4,Grey,Black,No,"Jumeirah Village Circle (JVC), Dubai, UAE",UAE,Dubai,Jumeirah Village Circle (JVC),,Dealer,25.266173,55.3377718
Land Rover,Range Rover Evoque,Land Rover Range Rover Evoque,Compact_Midsize_SUV,"169,000",Prestige,"70,000",2020,4,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,1500 - 1999,200 - 299,4,Grey,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.343567,55.473511
Land Rover,Range Rover Evoque,Land Rover Range Rover Evoque,Compact_Midsize_SUV,"169,000",Prestige,"70,000",2020,4,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,1500 - 1999,200 - 299,4,Grey,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.343567,55.473511
Kia,Soul,Kia Soul,Subcompact_SUV,"37,000",LX,"129,000",2020,4,American Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499,100 - 199,4,Silver,Unknown,Does not apply,"Downtown Dubai, Dubai, UAE",UAE,Dubai,Downtown Dubai,,Owner,24.373808,54.4879389
Audi,A4,Audi A4,Premium_compact,"37,000",Standard,"136,828",2016,8,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999,100 - 199,4,Black,Brown,No,"International City, Dubai, UAE",UAE,Dubai,International City,,Dealer,25.3140619,55.6409292
Kia,Soul,Kia Soul,Subcompact_SUV,"37,000",LX,"129,000",2020,4,American Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499,100 - 199,4,Silver,Unknown,Does not apply,"Downtown Dubai, Dubai, UAE",UAE,Dubai,Downtown Dubai,,Owner,24.373808,54.4879389
Chevrolet,Captiva,Chevrolet Captiva,Subcompact_SUV,"37,000",LTZ,"74,000",2016,8,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,,,6,Red,Unknown,No,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,Dealer,25.1939625,55.3392449
Chevrolet,Captiva,Chevrolet Captiva,Subcompact_SUV,"37,000",LTZ,"74,000",2016,8,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,,,6,Red,Unknown,No,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,Dealer,25.1939625,55.3392449
Bentley,Continental GT,Bentley Continental Gt,Premium_fullsized_car,"639,000",Other,"37,000",2020,4,GCC Specs,2,Coupe,Petrol,,Automatic Transmission,4000+,600 - 699,12,Grey,Other Color,Yes,"Palm Jumeirah, Dubai, UAE",UAE,Dubai,Palm Jumeirah,,Owner,25.1524105,55.2340999
Mercedes-Benz,S-Class,Mercedes-Benz S-Class,Premium_fullsized_car,"635,000",S 580,  -    ,2022,2,GCC Specs,4,Sedan,Petrol,,Automatic Transmission,,,8,White,White,Yes,"Sheikh Zayed Road, Dubai, UAE",UAE,Dubai,Sheikh Zayed Road,,Dealer,25.3061521,55.3441577
Rolls-Royce,Ghost,Rolls-Royce Ghost,Premium_fullsized_car,"630,000",Extended Wheel Base,"24,000",2016,8,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,4000+,600 - 699,12,Blue,White,Yes,"Dubai Creek Harbour, Dubai, UAE",UAE,Dubai,Dubai Creek Harbour,,Owner,25.167737,55.231018
BMW,7-Series,Bmw 7-Series,Premium_fullsized_car,"629,000",760i,900,2023,1,GCC Specs,4,Sedan,Hybrid,4,Automatic Transmission,,500 - 599,8,White,Tan,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.0786415,55.1352524
Mitsubishi,Pajero,Mitsubishi Pajero,Full_sized_SUV,"37,000",GLS,"147,252",2014,10,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,3500 - 3999,100 - 199,6,Grey,Beige,No,"Mira, Reem, Dubai, UAE",UAE,Dubai,Reem,Mira,Dealer,24.985235,55.048181
Mitsubishi,Pajero,Mitsubishi Pajero,Full_sized_SUV,"37,000",GLS,"147,252",2014,10,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,3500 - 3999,100 - 199,6,Grey,Beige,No,"Mira, Reem, Dubai, UAE",UAE,Dubai,Reem,Mira,Dealer,24.985235,55.048181
Toyota,Camry,Toyota Camry,Mid_sized_car,"37,000",LE,"150,000",2019,5,GCC Specs,4,Sedan,Hybrid,5,Automatic Transmission,2500 - 2999,200 - 299,4,White,Unknown,No,"Khalifa City, Abu Dhabi, UAE",UAE,Abu Dhabi,Khalifa City,,Owner,25.1790137,55.379422
Jeep,Wrangler,Jeep Wrangler,Compact_Midsize_SUV,"168,900",Sahara,"19,970",2022,2,GCC Specs,2,SUV,Petrol,4,Automatic Transmission,4000+,200 - 299,6,Black,Black,Yes,"Zayed Sports City, Abu Dhabi, UAE",UAE,Abu Dhabi,Zayed Sports City,,Dealer,25.1790137,55.379422
BMW,3-Series,Bmw 3-Series,Premium_compact,"37,000",320i,"167,000",2012,12,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,,100 - 199,4,White,Black,No,"Ras Al Khaimah, UAE",UAE,Ras Al Khaimah,,,Owner,25.096326,55.1984022
Nissan,Pathfinder,Nissan Pathfinder,Full_sized_SUV,"37,000",SV,"163,000",2015,9,GCC Specs,4,Crossover,Petrol,7,Automatic Transmission,3000 - 3499,200 - 299,6,White,Beige,No,"Al Garhoud, Dubai, UAE",UAE,Dubai,Al Garhoud,,Owner,25.177447,55.5695341
Nissan,Pathfinder,Nissan Pathfinder,Full_sized_SUV,"37,000",SV,"163,000",2015,9,GCC Specs,4,Crossover,Petrol,7,Automatic Transmission,3000 - 3499,200 - 299,6,White,Beige,No,"Al Garhoud, Dubai, UAE",UAE,Dubai,Al Garhoud,,Owner,25.177447,55.5695341
Ford,Fusion,Ford Fusion,Mid_sized_car,"37,000",SEL,"153,000",2016,8,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499,Unknown,4,Silver,Beige,No,"Shorooq Mirdif, Mirdif, Dubai, UAE",UAE,Dubai,Mirdif,Shorooq Mirdif,Owner,25.2692794,55.3870978
Ford,Fusion,Ford Fusion,Mid_sized_car,"37,000",SEL,"153,000",2016,8,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499,Unknown,4,Silver,Beige,No,"Shorooq Mirdif, Mirdif, Dubai, UAE",UAE,Dubai,Mirdif,Shorooq Mirdif,Owner,25.2692794,55.3870978
Dodge,Challenger,Dodge Challenger,Premium_perf_midsize_car,"37,000",SXT,"105,000",2015,9,Canadian Specs,2,Coupe,Petrol,5,Automatic Transmission,3500 - 3999,Unknown,6,White,Black,Does not apply,"Dubai, UAE",UAE,Dubai,,,Owner,25.2692794,55.3870978
Dodge,Challenger,Dodge Challenger,Premium_perf_midsize_car,"37,000",SXT,"105,000",2015,9,Canadian Specs,2,Coupe,Petrol,5,Automatic Transmission,3500 - 3999,Unknown,6,White,Black,Does not apply,"Dubai, UAE",UAE,Dubai,,,Owner,25.2692794,55.3870978
